"","ASSAULT","BATTERY","HOMICIDE","ROBBERY"
"2008-07-08",76,225,1,41
"2008-07-09",80,225,1,43
"2008-07-10",79,208,3,46
"2008-07-11",80,231,1,40
"2008-07-12",90,291,1,61
"2008-07-13",69,290,2,47
"2008-07-14",88,217,2,43
"2008-07-15",65,201,2,31
"2008-07-16",81,216,1,47
"2008-07-17",88,221,0,45
"2008-07-18",71,231,0,47
"2008-07-19",66,271,3,41
"2008-07-20",76,285,5,43
"2008-07-21",81,221,4,61
"2008-07-22",90,205,0,50
"2008-07-23",73,197,4,46
"2008-07-24",85,232,2,51
"2008-07-25",74,220,1,43
"2008-07-26",88,294,2,55
"2008-07-27",87,292,3,60
"2008-07-28",86,244,5,63
"2008-07-29",76,199,0,46
"2008-07-30",71,218,3,52
"2008-07-31",70,210,1,45
"2008-08-01",72,245,1,63
"2008-08-02",79,293,4,53
"2008-08-03",86,278,1,43
"2008-08-04",69,196,1,46
"2008-08-05",76,202,1,46
"2008-08-06",94,216,1,55
"2008-08-07",94,203,2,43
"2008-08-08",59,213,1,44
"2008-08-09",65,254,2,67
"2008-08-10",77,234,2,49
"2008-08-11",76,214,2,63
"2008-08-12",87,207,1,48
"2008-08-13",67,205,1,61
"2008-08-14",66,198,3,46
"2008-08-15",65,205,3,45
"2008-08-16",68,287,2,63
"2008-08-17",80,310,1,46
"2008-08-18",84,212,1,50
"2008-08-19",67,213,0,56
"2008-08-20",85,208,2,56
"2008-08-21",72,202,1,51
"2008-08-22",72,244,0,48
"2008-08-23",90,271,1,41
"2008-08-24",88,299,3,47
"2008-08-25",87,198,1,43
"2008-08-26",78,172,1,40
"2008-08-27",65,206,1,57
"2008-08-28",93,211,1,53
"2008-08-29",91,192,1,57
"2008-08-30",81,268,5,45
"2008-08-31",66,294,1,36
"2008-09-01",84,273,3,39
"2008-09-02",84,202,1,52
"2008-09-03",79,154,0,40
"2008-09-04",50,150,2,36
"2008-09-05",93,192,6,52
"2008-09-06",77,275,1,47
"2008-09-07",76,261,1,48
"2008-09-08",46,154,2,55
"2008-09-09",68,186,2,47
"2008-09-10",104,200,1,53
"2008-09-11",74,222,2,49
"2008-09-12",74,198,2,63
"2008-09-13",54,180,1,53
"2008-09-14",50,246,0,60
"2008-09-15",60,206,1,63
"2008-09-16",84,175,3,51
"2008-09-17",85,223,2,58
"2008-09-18",93,231,1,59
"2008-09-19",110,275,0,53
"2008-09-20",79,284,4,48
"2008-09-21",70,281,2,57
"2008-09-22",70,247,5,76
"2008-09-23",80,244,3,56
"2008-09-24",75,207,0,54
"2008-09-25",78,224,2,55
"2008-09-26",83,207,1,54
"2008-09-27",74,250,1,54
"2008-09-28",77,275,4,55
"2008-09-29",56,171,1,65
"2008-09-30",72,178,1,70
"2008-10-01",74,172,0,49
"2008-10-02",77,161,3,45
"2008-10-03",76,189,0,47
"2008-10-04",61,214,3,52
"2008-10-05",72,226,2,62
"2008-10-06",65,186,4,43
"2008-10-07",66,171,1,52
"2008-10-08",80,199,0,82
"2008-10-09",79,212,2,52
"2008-10-10",88,234,3,67
"2008-10-11",71,270,3,55
"2008-10-12",70,298,3,68
"2008-10-13",64,189,2,45
"2008-10-14",86,197,3,64
"2008-10-15",72,184,1,83
"2008-10-16",76,169,2,72
"2008-10-17",79,213,3,59
"2008-10-18",55,201,0,56
"2008-10-19",58,248,0,58
"2008-10-20",44,149,0,53
"2008-10-21",62,165,1,48
"2008-10-22",71,191,0,57
"2008-10-23",70,176,0,51
"2008-10-24",62,151,6,52
"2008-10-25",67,207,2,54
"2008-10-26",56,212,2,41
"2008-10-27",67,156,1,58
"2008-10-28",55,179,1,46
"2008-10-29",66,179,1,43
"2008-10-30",86,191,0,53
"2008-10-31",73,244,1,50
"2008-11-01",67,260,2,62
"2008-11-02",59,269,0,63
"2008-11-03",64,189,0,78
"2008-11-04",71,231,3,51
"2008-11-05",78,227,1,51
"2008-11-06",81,186,2,45
"2008-11-07",58,173,3,56
"2008-11-08",58,190,0,56
"2008-11-09",50,182,4,44
"2008-11-10",43,132,1,46
"2008-11-11",59,118,2,55
"2008-11-12",49,158,0,54
"2008-11-13",71,165,0,49
"2008-11-14",74,178,4,51
"2008-11-15",52,216,2,62
"2008-11-16",43,188,3,44
"2008-11-17",49,145,1,51
"2008-11-18",46,169,0,51
"2008-11-19",76,166,2,44
"2008-11-20",68,188,2,49
"2008-11-21",54,153,1,44
"2008-11-22",52,179,1,38
"2008-11-23",47,195,2,39
"2008-11-24",52,155,0,56
"2008-11-25",62,152,1,41
"2008-11-26",66,159,2,53
"2008-11-27",36,197,0,22
"2008-11-28",46,171,1,50
"2008-11-29",63,179,0,49
"2008-11-30",40,166,0,51
"2008-12-01",62,133,0,48
"2008-12-02",53,141,0,52
"2008-12-03",72,132,3,48
"2008-12-04",50,149,1,43
"2008-12-05",53,155,0,45
"2008-12-06",60,181,1,40
"2008-12-07",42,157,1,44
"2008-12-08",58,161,0,58
"2008-12-09",38,144,2,38
"2008-12-10",52,137,0,47
"2008-12-11",53,165,0,51
"2008-12-12",64,162,1,50
"2008-12-13",42,180,1,45
"2008-12-14",47,189,1,51
"2008-12-15",38,144,1,44
"2008-12-16",60,123,0,32
"2008-12-17",50,150,1,46
"2008-12-18",50,152,0,56
"2008-12-19",54,173,2,47
"2008-12-20",53,178,3,49
"2008-12-21",47,142,1,31
"2008-12-22",34,107,2,42
"2008-12-23",47,106,1,55
"2008-12-24",42,122,1,43
"2008-12-25",38,152,0,19
"2008-12-26",39,138,1,36
"2008-12-27",49,176,3,36
"2008-12-28",47,173,0,66
"2008-12-29",46,163,1,52
"2008-12-30",56,152,0,58
"2008-12-31",36,141,2,56
"2009-01-01",68,332,1,36
"2009-01-02",44,144,0,52
"2009-01-03",56,175,2,45
"2009-01-04",44,189,1,48
"2009-01-05",46,148,0,50
"2009-01-06",66,137,0,40
"2009-01-07",57,157,0,52
"2009-01-08",53,150,1,31
"2009-01-09",67,174,0,61
"2009-01-10",48,165,1,42
"2009-01-11",47,150,1,40
"2009-01-12",73,149,0,43
"2009-01-13",41,155,1,34
"2009-01-14",60,154,0,33
"2009-01-15",51,127,0,37
"2009-01-16",42,126,0,43
"2009-01-17",46,183,1,39
"2009-01-18",49,179,1,33
"2009-01-19",46,146,0,37
"2009-01-20",62,180,0,45
"2009-01-21",67,151,0,43
"2009-01-22",64,174,0,50
"2009-01-23",44,147,0,34
"2009-01-24",39,137,3,33
"2009-01-25",46,161,1,34
"2009-01-26",51,149,0,32
"2009-01-27",74,156,1,38
"2009-01-28",67,139,4,40
"2009-01-29",50,151,1,39
"2009-01-30",72,165,3,41
"2009-01-31",45,187,2,55
"2009-02-01",45,201,2,35
"2009-02-02",59,177,0,31
"2009-02-03",51,140,0,20
"2009-02-04",63,166,0,33
"2009-02-05",72,178,0,38
"2009-02-06",51,181,0,47
"2009-02-07",57,229,1,31
"2009-02-08",40,214,2,39
"2009-02-09",74,167,0,34
"2009-02-10",86,187,0,46
"2009-02-11",61,175,0,35
"2009-02-12",64,134,1,31
"2009-02-13",55,167,2,50
"2009-02-14",50,195,3,41
"2009-02-15",42,202,2,35
"2009-02-16",50,154,1,29
"2009-02-17",68,161,1,25
"2009-02-18",66,156,1,39
"2009-02-19",57,163,0,37
"2009-02-20",55,201,3,25
"2009-02-21",40,169,1,34
"2009-02-22",52,173,1,31
"2009-02-23",60,161,1,35
"2009-02-24",65,181,1,24
"2009-02-25",80,216,2,40
"2009-02-26",70,175,0,35
"2009-02-27",68,162,1,35
"2009-02-28",47,176,0,43
"2009-03-01",46,191,1,36
"2009-03-02",46,117,0,30
"2009-03-03",63,172,1,31
"2009-03-04",50,197,0,43
"2009-03-05",96,218,0,41
"2009-03-06",89,257,2,41
"2009-03-07",45,207,1,33
"2009-03-08",36,178,0,36
"2009-03-09",55,168,1,46
"2009-03-10",69,184,1,37
"2009-03-11",81,212,1,37
"2009-03-12",72,207,0,25
"2009-03-13",80,228,1,32
"2009-03-14",61,231,0,39
"2009-03-15",62,248,0,47
"2009-03-16",77,213,1,36
"2009-03-17",103,255,4,55
"2009-03-18",82,239,0,49
"2009-03-19",69,199,1,39
"2009-03-20",79,207,0,43
"2009-03-21",68,231,0,23
"2009-03-22",71,220,1,51
"2009-03-23",63,193,0,35
"2009-03-24",80,206,1,32
"2009-03-25",85,200,0,48
"2009-03-26",78,207,1,49
"2009-03-27",47,153,1,37
"2009-03-28",42,198,1,42
"2009-03-29",44,158,0,39
"2009-03-30",64,165,0,34
"2009-03-31",59,152,0,33
"2009-04-01",71,156,1,43
"2009-04-02",86,197,1,40
"2009-04-03",83,190,1,40
"2009-04-04",54,201,1,53
"2009-04-05",43,189,1,29
"2009-04-06",50,138,1,36
"2009-04-07",59,165,1,29
"2009-04-08",69,160,2,42
"2009-04-09",52,182,2,29
"2009-04-10",46,168,0,48
"2009-04-11",69,175,0,35
"2009-04-12",60,202,0,27
"2009-04-13",58,149,0,32
"2009-04-14",68,185,1,37
"2009-04-15",75,201,1,25
"2009-04-16",83,203,1,59
"2009-04-17",77,223,3,51
"2009-04-18",72,257,1,37
"2009-04-19",49,194,3,51
"2009-04-20",76,171,0,41
"2009-04-21",67,174,1,35
"2009-04-22",87,209,5,44
"2009-04-23",73,170,4,47
"2009-04-24",104,259,1,34
"2009-04-25",69,244,1,54
"2009-04-26",57,234,1,47
"2009-04-27",79,215,3,47
"2009-04-28",72,219,1,38
"2009-04-29",73,235,0,35
"2009-04-30",67,197,2,40
"2009-05-01",60,200,0,54
"2009-05-02",54,231,5,39
"2009-05-03",72,260,5,36
"2009-05-04",75,220,0,47
"2009-05-05",67,230,1,49
"2009-05-06",94,183,1,34
"2009-05-07",86,201,0,43
"2009-05-08",79,238,1,41
"2009-05-09",65,229,0,43
"2009-05-10",77,207,0,51
"2009-05-11",81,224,0,51
"2009-05-12",87,217,0,36
"2009-05-13",59,189,2,36
"2009-05-14",75,219,1,45
"2009-05-15",49,170,2,60
"2009-05-16",68,202,3,53
"2009-05-17",63,240,4,44
"2009-05-18",65,209,1,42
"2009-05-19",81,214,1,36
"2009-05-20",96,242,1,44
"2009-05-21",92,231,4,46
"2009-05-22",76,245,0,46
"2009-05-23",65,244,2,44
"2009-05-24",59,276,1,46
"2009-05-25",53,202,1,29
"2009-05-26",74,186,0,49
"2009-05-27",79,209,0,58
"2009-05-28",82,237,0,56
"2009-05-29",71,192,3,44
"2009-05-30",62,239,2,59
"2009-05-31",56,240,6,47
"2009-06-01",94,182,2,31
"2009-06-02",63,166,0,42
"2009-06-03",69,190,2,48
"2009-06-04",63,185,2,39
"2009-06-05",96,194,1,40
"2009-06-06",54,222,1,33
"2009-06-07",60,205,1,44
"2009-06-08",83,232,3,50
"2009-06-09",53,200,1,40
"2009-06-10",71,190,0,35
"2009-06-11",38,145,0,31
"2009-06-12",74,241,0,51
"2009-06-13",54,256,1,37
"2009-06-14",83,246,1,43
"2009-06-15",80,192,0,51
"2009-06-16",44,165,2,59
"2009-06-17",83,181,3,39
"2009-06-18",76,227,1,54
"2009-06-19",64,181,3,49
"2009-06-20",63,263,1,56
"2009-06-21",75,351,3,50
"2009-06-22",77,248,1,57
"2009-06-23",83,248,3,52
"2009-06-24",62,240,1,49
"2009-06-25",69,204,1,46
"2009-06-26",81,250,3,58
"2009-06-27",91,297,6,47
"2009-06-28",63,262,0,42
"2009-06-29",83,212,0,63
"2009-06-30",71,177,2,51
"2009-07-01",57,161,0,57
"2009-07-02",68,173,2,47
"2009-07-03",44,207,2,76
"2009-07-04",67,243,1,48
"2009-07-05",73,240,6,44
"2009-07-06",56,235,6,66
"2009-07-07",62,180,1,43
"2009-07-08",72,147,1,41
"2009-07-09",82,204,3,39
"2009-07-10",66,199,1,57
"2009-07-11",53,233,1,48
"2009-07-12",74,236,2,67
"2009-07-13",70,179,2,47
"2009-07-14",72,173,3,45
"2009-07-15",74,198,1,44
"2009-07-16",74,195,5,45
"2009-07-17",75,191,1,64
"2009-07-18",68,201,1,53
"2009-07-19",53,240,1,51
"2009-07-20",64,178,0,65
"2009-07-21",67,178,1,47
"2009-07-22",64,198,0,66
"2009-07-23",68,202,1,37
"2009-07-24",63,215,2,44
"2009-07-25",68,227,1,55
"2009-07-26",83,269,2,40
"2009-07-27",77,198,3,50
"2009-07-28",72,188,2,58
"2009-07-29",84,179,1,58
"2009-07-30",63,173,2,65
"2009-07-31",64,204,2,46
"2009-08-01",54,251,1,47
"2009-08-02",64,232,3,47
"2009-08-03",61,177,3,55
"2009-08-04",63,206,1,50
"2009-08-05",69,204,4,42
"2009-08-06",64,193,1,46
"2009-08-07",55,177,2,32
"2009-08-08",64,237,3,49
"2009-08-09",69,293,1,46
"2009-08-10",81,184,1,47
"2009-08-11",88,218,1,45
"2009-08-12",69,203,2,55
"2009-08-13",74,200,2,39
"2009-08-14",67,189,1,57
"2009-08-15",80,253,2,53
"2009-08-16",81,251,1,53
"2009-08-17",73,180,2,64
"2009-08-18",78,196,1,53
"2009-08-19",74,176,3,49
"2009-08-20",71,188,0,44
"2009-08-21",70,176,1,53
"2009-08-22",48,191,0,40
"2009-08-23",59,242,2,54
"2009-08-24",60,157,1,50
"2009-08-25",61,179,1,42
"2009-08-26",67,171,3,61
"2009-08-27",60,150,1,50
"2009-08-28",51,168,0,42
"2009-08-29",63,174,0,41
"2009-08-30",55,199,3,41
"2009-08-31",59,166,1,38
"2009-09-01",65,165,1,43
"2009-09-02",72,175,0,43
"2009-09-03",63,172,0,34
"2009-09-04",62,197,1,45
"2009-09-05",39,238,1,33
"2009-09-06",67,247,2,52
"2009-09-07",68,204,1,28
"2009-09-08",67,173,1,38
"2009-09-09",70,171,2,36
"2009-09-10",67,183,2,40
"2009-09-11",80,206,2,56
"2009-09-12",70,225,1,46
"2009-09-13",63,228,2,48
"2009-09-14",68,202,1,48
"2009-09-15",85,171,1,31
"2009-09-16",68,184,0,42
"2009-09-17",64,197,0,45
"2009-09-18",66,208,3,46
"2009-09-19",50,223,3,64
"2009-09-20",74,194,0,53
"2009-09-21",58,185,2,42
"2009-09-22",69,169,2,47
"2009-09-23",88,198,1,51
"2009-09-24",71,206,3,53
"2009-09-25",71,180,3,51
"2009-09-26",73,206,3,45
"2009-09-27",72,224,3,45
"2009-09-28",61,167,2,59
"2009-09-29",66,172,0,47
"2009-09-30",58,119,0,38
"2009-10-01",59,129,0,43
"2009-10-02",64,138,0,54
"2009-10-03",49,187,3,31
"2009-10-04",63,203,3,54
"2009-10-05",55,153,2,39
"2009-10-06",62,149,0,40
"2009-10-07",74,169,2,43
"2009-10-08",58,133,1,49
"2009-10-09",58,149,1,47
"2009-10-10",57,190,1,39
"2009-10-11",46,161,1,32
"2009-10-12",56,143,0,56
"2009-10-13",58,138,0,51
"2009-10-14",42,157,0,45
"2009-10-15",54,151,2,32
"2009-10-16",58,155,0,47
"2009-10-17",48,181,1,42
"2009-10-18",32,188,0,56
"2009-10-19",75,169,1,37
"2009-10-20",64,179,0,34
"2009-10-21",76,202,0,44
"2009-10-22",58,168,1,52
"2009-10-23",60,129,1,57
"2009-10-24",54,195,1,40
"2009-10-25",62,220,5,41
"2009-10-26",69,164,2,51
"2009-10-27",50,176,4,60
"2009-10-28",63,170,1,49
"2009-10-29",62,173,1,35
"2009-10-30",68,181,1,52
"2009-10-31",61,238,2,53
"2009-11-01",42,230,6,46
"2009-11-02",47,146,0,43
"2009-11-03",50,141,1,53
"2009-11-04",76,147,3,50
"2009-11-05",58,163,0,46
"2009-11-06",56,157,1,36
"2009-11-07",61,189,0,36
"2009-11-08",72,233,5,56
"2009-11-09",74,170,1,55
"2009-11-10",66,161,0,36
"2009-11-11",40,164,0,24
"2009-11-12",63,160,0,50
"2009-11-13",64,203,2,64
"2009-11-14",59,196,0,63
"2009-11-15",42,207,2,44
"2009-11-16",62,143,2,47
"2009-11-17",53,143,2,57
"2009-11-18",50,157,1,52
"2009-11-19",53,172,0,35
"2009-11-20",73,161,0,42
"2009-11-21",41,196,1,45
"2009-11-22",50,190,0,44
"2009-11-23",55,160,0,46
"2009-11-24",60,128,1,48
"2009-11-25",51,173,0,29
"2009-11-26",36,163,2,23
"2009-11-27",38,148,2,29
"2009-11-28",51,167,3,50
"2009-11-29",45,159,0,46
"2009-11-30",56,140,2,47
"2009-12-01",70,163,0,43
"2009-12-02",71,138,1,55
"2009-12-03",68,155,2,46
"2009-12-04",40,128,1,43
"2009-12-05",41,161,2,40
"2009-12-06",45,183,0,38
"2009-12-07",42,147,0,44
"2009-12-08",33,140,1,46
"2009-12-09",46,140,3,35
"2009-12-10",52,117,2,31
"2009-12-11",73,136,1,48
"2009-12-12",45,152,3,52
"2009-12-13",41,179,3,42
"2009-12-14",54,143,0,48
"2009-12-15",46,141,2,44
"2009-12-16",54,164,2,42
"2009-12-17",39,153,0,58
"2009-12-18",48,170,0,48
"2009-12-19",40,154,1,48
"2009-12-20",46,166,1,46
"2009-12-21",47,130,1,47
"2009-12-22",40,119,0,47
"2009-12-23",34,112,2,38
"2009-12-24",35,126,1,41
"2009-12-25",35,170,0,25
"2009-12-26",35,143,1,34
"2009-12-27",40,141,1,33
"2009-12-28",51,134,0,41
"2009-12-29",50,116,0,36
"2009-12-30",55,133,5,42
"2009-12-31",37,140,0,48
"2010-01-01",40,273,0,34
"2010-01-02",46,113,2,41
"2010-01-03",44,136,1,29
"2010-01-04",43,127,2,36
"2010-01-05",33,105,0,36
"2010-01-06",53,141,0,44
"2010-01-07",59,141,1,41
"2010-01-08",68,145,0,43
"2010-01-09",40,136,2,44
"2010-01-10",34,151,0,29
"2010-01-11",48,162,1,36
"2010-01-12",55,169,1,49
"2010-01-13",62,158,1,49
"2010-01-14",64,160,1,58
"2010-01-15",61,183,0,55
"2010-01-16",43,172,0,38
"2010-01-17",43,155,0,55
"2010-01-18",46,116,1,30
"2010-01-19",55,141,2,42
"2010-01-20",60,118,0,41
"2010-01-21",65,129,1,44
"2010-01-22",49,192,2,37
"2010-01-23",56,175,1,44
"2010-01-24",47,163,1,42
"2010-01-25",41,140,0,39
"2010-01-26",42,134,0,35
"2010-01-27",46,139,0,31
"2010-01-28",46,154,0,24
"2010-01-29",33,124,0,40
"2010-01-30",30,159,0,30
"2010-01-31",34,156,2,25
"2010-02-01",56,151,1,28
"2010-02-02",48,131,3,20
"2010-02-03",57,168,0,27
"2010-02-04",61,167,1,22
"2010-02-05",54,149,0,29
"2010-02-06",42,136,1,36
"2010-02-07",30,179,3,27
"2010-02-08",48,159,0,24
"2010-02-09",55,100,0,27
"2010-02-10",46,121,1,35
"2010-02-11",50,109,0,29
"2010-02-12",52,115,0,25
"2010-02-13",44,182,1,19
"2010-02-14",44,177,1,18
"2010-02-15",41,131,1,20
"2010-02-16",45,146,0,30
"2010-02-17",44,122,1,33
"2010-02-18",67,177,1,21
"2010-02-19",73,147,1,29
"2010-02-20",46,186,1,19
"2010-02-21",37,199,1,23
"2010-02-22",51,122,0,23
"2010-02-23",50,141,0,31
"2010-02-24",53,165,1,28
"2010-02-25",50,163,1,20
"2010-02-26",81,177,0,24
"2010-02-27",49,158,0,30
"2010-02-28",61,174,2,25
"2010-03-01",45,160,1,33
"2010-03-02",52,181,1,17
"2010-03-03",65,172,1,18
"2010-03-04",69,180,0,33
"2010-03-05",88,191,0,32
"2010-03-06",45,209,0,30
"2010-03-07",44,191,2,16
"2010-03-08",63,208,1,41
"2010-03-09",92,194,0,34
"2010-03-10",80,198,0,34
"2010-03-11",72,210,0,24
"2010-03-12",72,233,2,36
"2010-03-13",45,223,0,30
"2010-03-14",60,212,0,31
"2010-03-15",63,172,1,39
"2010-03-16",84,202,0,27
"2010-03-17",58,200,1,38
"2010-03-18",74,241,1,40
"2010-03-19",61,210,1,42
"2010-03-20",32,175,1,33
"2010-03-21",44,170,2,47
"2010-03-22",58,192,0,37
"2010-03-23",71,202,0,40
"2010-03-24",66,188,2,39
"2010-03-25",62,185,3,27
"2010-03-26",46,202,1,22
"2010-03-27",59,190,4,40
"2010-03-28",45,206,2,35
"2010-03-29",54,148,2,28
"2010-03-30",54,172,1,35
"2010-03-31",79,211,1,25
"2010-04-01",75,228,1,27
"2010-04-02",68,241,3,42
"2010-04-03",58,202,2,29
"2010-04-04",67,193,0,34
"2010-04-05",59,182,0,19
"2010-04-06",82,203,0,42
"2010-04-07",55,145,1,38
"2010-04-08",78,164,1,27
"2010-04-09",63,188,0,36
"2010-04-10",63,230,1,36
"2010-04-11",57,219,1,29
"2010-04-12",71,188,3,38
"2010-04-13",45,184,1,45
"2010-04-14",92,229,5,36
"2010-04-15",86,251,7,41
"2010-04-16",76,215,2,45
"2010-04-17",65,210,1,36
"2010-04-18",55,195,2,42
"2010-04-19",59,160,1,42
"2010-04-20",69,171,2,45
"2010-04-21",60,157,4,46
"2010-04-22",65,165,1,31
"2010-04-23",72,192,1,36
"2010-04-24",53,181,1,55
"2010-04-25",47,195,1,39
"2010-04-26",71,172,1,41
"2010-04-27",67,181,0,34
"2010-04-28",52,197,0,34
"2010-04-29",73,191,1,35
"2010-04-30",67,236,2,41
"2010-05-01",62,223,2,45
"2010-05-02",55,240,3,40
"2010-05-03",90,209,0,58
"2010-05-04",68,217,0,44
"2010-05-05",75,223,0,35
"2010-05-06",66,189,1,38
"2010-05-07",54,191,1,30
"2010-05-08",40,186,0,39
"2010-05-09",52,204,2,51
"2010-05-10",58,183,1,37
"2010-05-11",75,145,0,45
"2010-05-12",67,168,1,34
"2010-05-13",51,193,0,29
"2010-05-14",86,222,1,39
"2010-05-15",58,226,2,38
"2010-05-16",63,205,2,36
"2010-05-17",74,160,2,37
"2010-05-18",66,178,4,41
"2010-05-19",80,194,2,36
"2010-05-20",69,213,3,39
"2010-05-21",66,172,0,41
"2010-05-22",54,226,0,46
"2010-05-23",82,262,2,31
"2010-05-24",90,247,2,41
"2010-05-25",73,211,3,40
"2010-05-26",101,228,4,26
"2010-05-27",84,225,1,37
"2010-05-28",66,216,0,38
"2010-05-29",56,226,1,41
"2010-05-30",59,246,4,31
"2010-05-31",47,181,2,24
"2010-06-01",84,195,2,47
"2010-06-02",73,222,1,37
"2010-06-03",56,189,1,38
"2010-06-04",67,198,1,55
"2010-06-05",60,218,1,39
"2010-06-06",56,190,2,33
"2010-06-07",80,187,1,45
"2010-06-08",67,166,4,46
"2010-06-09",73,212,2,44
"2010-06-10",60,266,0,47
"2010-06-11",86,235,0,41
"2010-06-12",59,229,4,28
"2010-06-13",48,200,3,40
"2010-06-14",71,201,1,50
"2010-06-15",63,177,3,36
"2010-06-16",71,201,1,43
"2010-06-17",71,216,2,28
"2010-06-18",66,230,1,38
"2010-06-19",54,222,3,37
"2010-06-20",68,292,2,41
"2010-06-21",65,239,6,36
"2010-06-22",65,201,1,41
"2010-06-23",73,174,0,36
"2010-06-24",65,185,1,38
"2010-06-25",65,221,1,39
"2010-06-26",70,231,4,51
"2010-06-27",81,274,1,52
"2010-06-28",76,199,0,46
"2010-06-29",64,190,0,41
"2010-06-30",77,172,0,33
"2010-07-01",70,198,0,51
"2010-07-02",48,191,0,51
"2010-07-03",70,220,2,37
"2010-07-04",55,288,4,26
"2010-07-05",72,295,3,43
"2010-07-06",66,182,2,31
"2010-07-07",55,164,5,51
"2010-07-08",73,230,1,45
"2010-07-09",54,207,0,44
"2010-07-10",67,230,2,46
"2010-07-11",68,243,1,41
"2010-07-12",62,163,0,46
"2010-07-13",71,172,0,41
"2010-07-14",67,197,0,43
"2010-07-15",60,184,2,42
"2010-07-16",66,202,1,44
"2010-07-17",78,238,3,40
"2010-07-18",84,237,3,42
"2010-07-19",63,180,1,36
"2010-07-20",83,195,0,32
"2010-07-21",62,192,1,51
"2010-07-22",58,205,1,61
"2010-07-23",60,162,2,40
"2010-07-24",68,198,2,37
"2010-07-25",69,236,0,45
"2010-07-26",71,197,0,36
"2010-07-27",73,204,0,49
"2010-07-28",80,163,1,52
"2010-07-29",70,175,1,35
"2010-07-30",54,165,2,43
"2010-07-31",57,197,2,40
"2010-08-01",73,222,3,38
"2010-08-02",54,162,1,26
"2010-08-03",53,151,1,48
"2010-08-04",55,162,1,49
"2010-08-05",86,174,1,45
"2010-08-06",61,213,2,44
"2010-08-07",56,231,2,49
"2010-08-08",47,273,1,49
"2010-08-09",76,177,1,38
"2010-08-10",68,179,4,36
"2010-08-11",66,169,0,51
"2010-08-12",67,183,3,35
"2010-08-13",67,159,2,40
"2010-08-14",72,241,1,39
"2010-08-15",63,245,3,43
"2010-08-16",80,165,2,47
"2010-08-17",68,165,2,44
"2010-08-18",65,213,2,34
"2010-08-19",71,183,5,40
"2010-08-20",59,188,1,43
"2010-08-21",55,229,2,40
"2010-08-22",74,222,2,36
"2010-08-23",69,193,1,55
"2010-08-24",67,164,2,56
"2010-08-25",55,155,1,35
"2010-08-26",57,178,1,47
"2010-08-27",66,183,1,35
"2010-08-28",62,212,5,35
"2010-08-29",67,258,2,49
"2010-08-30",66,202,0,50
"2010-08-31",71,206,2,40
"2010-09-01",79,181,2,47
"2010-09-02",67,173,6,53
"2010-09-03",58,164,0,51
"2010-09-04",59,181,2,34
"2010-09-05",54,191,0,39
"2010-09-06",64,174,2,57
"2010-09-07",73,169,0,32
"2010-09-08",67,162,2,48
"2010-09-09",62,143,2,32
"2010-09-10",75,156,0,37
"2010-09-11",54,198,0,44
"2010-09-12",55,247,0,42
"2010-09-13",65,161,0,32
"2010-09-14",68,168,3,43
"2010-09-15",71,197,0,35
"2010-09-16",47,151,0,38
"2010-09-17",58,172,1,43
"2010-09-18",72,200,1,36
"2010-09-19",51,213,0,47
"2010-09-20",65,172,0,33
"2010-09-21",75,195,0,37
"2010-09-22",62,185,2,36
"2010-09-23",60,199,1,41
"2010-09-24",56,190,2,47
"2010-09-25",54,208,2,51
"2010-09-26",51,178,0,41
"2010-09-27",57,128,1,43
"2010-09-28",56,174,0,43
"2010-09-29",77,164,1,55
"2010-09-30",66,168,1,41
"2010-10-01",67,195,1,46
"2010-10-02",53,152,1,38
"2010-10-03",51,158,0,40
"2010-10-04",42,132,0,62
"2010-10-05",48,151,1,45
"2010-10-06",72,160,2,50
"2010-10-07",55,159,1,48
"2010-10-08",68,177,1,52
"2010-10-09",69,210,0,56
"2010-10-10",61,234,3,43
"2010-10-11",73,176,5,56
"2010-10-12",85,177,0,43
"2010-10-13",68,169,1,53
"2010-10-14",69,162,1,43
"2010-10-15",65,148,0,41
"2010-10-16",64,191,1,46
"2010-10-17",55,211,3,47
"2010-10-18",52,159,2,50
"2010-10-19",78,158,0,44
"2010-10-20",61,159,1,43
"2010-10-21",47,174,1,39
"2010-10-22",54,158,2,47
"2010-10-23",56,181,0,46
"2010-10-24",56,185,1,55
"2010-10-25",55,174,0,43
"2010-10-26",53,190,0,63
"2010-10-27",68,169,1,43
"2010-10-28",57,158,1,43
"2010-10-29",49,149,0,49
"2010-10-30",38,208,2,51
"2010-10-31",52,230,4,38
"2010-11-01",63,160,0,51
"2010-11-02",50,146,1,37
"2010-11-03",64,149,1,41
"2010-11-04",62,140,1,37
"2010-11-05",43,134,1,43
"2010-11-06",52,175,1,39
"2010-11-07",50,216,0,47
"2010-11-08",61,171,2,50
"2010-11-09",67,196,0,47
"2010-11-10",69,165,3,45
"2010-11-11",50,147,1,57
"2010-11-12",51,149,2,38
"2010-11-13",44,144,3,52
"2010-11-14",55,183,1,30
"2010-11-15",63,146,0,44
"2010-11-16",52,137,0,40
"2010-11-17",64,134,0,29
"2010-11-18",47,137,0,40
"2010-11-19",66,154,0,52
"2010-11-20",44,163,0,47
"2010-11-21",48,183,1,44
"2010-11-22",57,132,2,38
"2010-11-23",52,149,1,39
"2010-11-24",54,125,1,44
"2010-11-25",29,154,2,19
"2010-11-26",32,133,2,45
"2010-11-27",42,158,1,34
